Column1,Column2
بدي كتاب لـ  لا يوجد نُشر بعد 1992,SELECT * FROM books WHERE Author = 'لا يوجد' AND PublicationYear > 1992
"بتعرف مين كتب "" الصحافة والصحفي المعاصر""؟",SELECT Author FROM books WHERE Title = 'الصحافة والصحفي المعاصر';
بدي كتاب صفحاته أكتر من 110,SELECT * FROM books WHERE Pages > 110
"قديش ثمن "" مسودة شراكات من أجل طفولة أفضل""؟",SELECT Price FROM books WHERE Title = 'مسودة شراكات من أجل طفولة أفضل';
"مين الكاتب تبع "" آثار الصلاة وفوائدها""؟",SELECT Author FROM books WHERE Title = 'آثار الصلاة وفوائدها';
شو نوع كتاب أنا الأصفر؟,SELECT Category FROM books WHERE Title = 'أنا الأصفر';
"قديش ثمن ""مدرسة فرانكفورت""؟",SELECT Price FROM books WHERE Title = 'مدرسة فرانكفورت';
"شو سعر كتاب "" تصميم المسابح الخاصة""؟",SELECT Price FROM books WHERE Title = 'تصميم المسابح الخاصة';
"في أي سنة تم نشر كتاب ""تيسير قبعة الإنسان والقضية""؟",SELECT PublicationYear FROM books WHERE Title = 'تيسير قبعة الإنسان والقضية';
"سعر "" من الكتابة المسرحية اللبنانية الجديدة"" قديش؟",SELECT Price FROM books WHERE Title = 'من الكتابة المسرحية اللبنانية الجديدة';
شو الكتب التي كتبها محمد مبيض وشو هي أسعارها؟,"SELECT Title, Price FROM books WHERE Author = 'محمد مبيض';"
"ما نوع غلاف كتاب ""عروبة مصر وامتحان التاريخ""؟",SELECT Cover FROM books WHERE Title = 'عروبة مصر وامتحان التاريخ';
"بتعرف عدد صفحات كتاب "" اوبن داي""؟",SELECT Pages FROM books WHERE Title = 'اوبن داي';
"بتعرف عدد صفحات كتاب "" تحديات عولمة الاقتصاد والتكنولوجيا في الدول العربية""؟",SELECT Pages FROM books WHERE Title = 'تحديات عولمة الاقتصاد والتكنولوجيا في الدول العربية';
"مين الكاتب تبع "" لعبت بإتقان وها هي مفاتيحي""؟",SELECT Author FROM books WHERE Title = 'لعبت بإتقان وها هي مفاتيحي';
"سعر "" تعليم الخط العربي - خط النسخ وخط الرقعة"" قديش؟",SELECT Price FROM books WHERE Title = 'تعليم الخط العربي - خط النسخ وخط الرقعة';
الغلاف تبع تنورين في الحقبة العثمانية كيف شكله؟,SELECT Cover FROM books WHERE Title = 'تنورين في الحقبة العثمانية';
"ما هو موضوع كتاب ""خط أحمر""؟",SELECT Description FROM books WHERE Title = 'خط أحمر';
الكتاب أسعد رضيع بالحي نزل في أي سنة؟,SELECT PublicationYear FROM books WHERE Title = 'أسعد رضيع بالحي';
"بتعرف عدد صفحات كتاب "" استراتيجيات التسويق وفن الاعلان""؟",SELECT Pages FROM books WHERE Title = 'استراتيجيات التسويق وفن الاعلان';
"سعر "" مسائل محلولة في الفيزياء الأساسية"" قديش؟",SELECT Price FROM books WHERE Title = 'مسائل محلولة في الفيزياء الأساسية';
"بتعرف مين كتب "" آيات الاعجاز العلمي من وحي الكتاب والسنة""؟",SELECT Author FROM books WHERE Title = 'آيات الاعجاز العلمي من وحي الكتاب والسنة';
"مين الكاتب تبع "" اليسار العربي في مواجهة العولمة النيوليبرالية""؟",SELECT Author FROM books WHERE Title = 'اليسار العربي في مواجهة العولمة النيوليبرالية';
"مين الكاتب تبع "" العمارة الإسلامية في العصر المعني في لبنان""؟",SELECT Author FROM books WHERE Title = 'العمارة الإسلامية في العصر المعني في لبنان';
"بتعرف عدد صفحات كتاب "" التأمين على الأشخاص""؟",SELECT Pages FROM books WHERE Title = 'التأمين على الأشخاص';
"سعر "" الدليل على منهج السالكين وتوضيح الفقه في الدين"" قديش؟",SELECT Price FROM books WHERE Title = 'الدليل على منهج السالكين وتوضيح الفقه في الدين';
"شو سعر كتاب "" مجمع المعطيات""؟",SELECT Price FROM books WHERE Title = 'مجمع المعطيات';
شو الفئة الفرعية تبعت تاريخ الجزائر الأطلس البليدي ومتيجة؟,SELECT Subcategory FROM books WHERE Title = 'تاريخ الجزائر الأطلس البليدي ومتيجة';
"شو سعر كتاب "" سلسلة أوراق مركزة للعام 2002""؟",SELECT Price FROM books WHERE Title = 'سلسلة أوراق مركزة للعام 2002';
إيش الكتب التابعة لـ الفئة الفرعية الرياضيات؟,SELECT * FROM books WHERE Subcategory = 'الرياضيات';
"قديش ثمن "" الصحراء الغربية بعيون مصرية""؟",SELECT Price FROM books WHERE Title = 'الصحراء الغربية بعيون مصرية';
قديش عدد صفحات الأمير عبد الإله شهيداً في العراق؟,SELECT Pages FROM books WHERE Title = 'الأمير عبد الإله شهيداً في العراق';
"قديش ثمن "" الأخطاء والضوضاء""؟",SELECT Price FROM books WHERE Title = 'الأخطاء والضوضاء';
"مين اللي كاتب كتاب "" فهارس كشف الأستار على زوائد البزار""؟",SELECT Author FROM books WHERE Title = 'فهارس كشف الأستار على زوائد البزار';
ما الكتب التي كتبها مجموعة مؤلفين وعدد صفحاتها؟,"SELECT Title, Pages FROM books WHERE Author = 'مجموعة مؤلفين';"
"مين اللي كاتب كتاب ""الفلسفة والتأويل""؟",SELECT Author FROM books WHERE Title = 'الفلسفة والتأويل';
"مين اللي كاتب كتاب "" مقدمة في محاسبة التكاليف""؟",SELECT Author FROM books WHERE Title = 'مقدمة في محاسبة التكاليف';
"ما هو سعر كتاب ""بو وبا ينظفان""؟",SELECT Price FROM books WHERE Title = 'بو وبا ينظفان';
"سعر "" السلام والعدل والعوامل التي تهددهما في عالم اليوم"" قديش؟",SELECT Price FROM books WHERE Title = 'السلام والعدل والعوامل التي تهددهما في عالم اليوم';
"قديش ثمن "" الزواج المدني في لبنان - العدد 32""؟",SELECT Price FROM books WHERE Title = 'الزواج المدني في لبنان - العدد 32';
فيه إشي جديد من  دار سعاد الصباح؟,SELECT Title FROM books WHERE Publisher = 'دار سعاد الصباح';
"مين الكاتب تبع "" أنا الفرح ومسرحيات أخرى""؟",SELECT Author FROM books WHERE Title = 'أنا الفرح ومسرحيات أخرى';
"من هو مؤلف كتاب ""المسألة الجنسية""؟",SELECT Author FROM books WHERE Title = 'المسألة الجنسية';
ما اسم الناشر وسنة النشر لكتاب ' الرياضيات المتقطعة لطلبة العلوم والحاسوب'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'الرياضيات المتقطعة لطلبة العلوم والحاسوب';"
"بتعرف مين كتب "" محاسبة تحليلية""؟",SELECT Author FROM books WHERE Title = 'محاسبة تحليلية';
"مين الكاتب تبع "" قضايا إعلامية""؟",SELECT Author FROM books WHERE Title = 'قضايا إعلامية';
"بتعرف مين كتب "" التعويض عن حوادث المرور""؟",SELECT Author FROM books WHERE Title = 'التعويض عن حوادث المرور';
عن شو بيحكي كتاب تجربتي في القراءة؟,SELECT Description FROM books WHERE Title = 'تجربتي في القراءة';
ما اسم الناشر وسنة النشر لكتاب ' الرياضيات للفقيه'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'الرياضيات للفقيه';"
"شو سعر كتاب "" هناك رجل""؟",SELECT Price FROM books WHERE Title = 'هناك رجل';
"قديش عدد صفحات "" الإعلام الحربي والعسكري""؟",SELECT Pages FROM books WHERE Title = 'الإعلام الحربي والعسكري';
"قديش ثمن ""لسانيات النص؛ مدخل إلى انسجام الخطاب""؟",SELECT Price FROM books WHERE Title = 'لسانيات النص؛ مدخل إلى انسجام الخطاب';
شو نوع كتاب دفتر يوميات المشاغبين؟,SELECT Category FROM books WHERE Title = 'دفتر يوميات المشاغبين';
"بتعرف مين كتب "" نصوص معاصرة - مجلة فصلية تعني بالفكر الديني المعاصر - العدد الأول""؟",SELECT Author FROM books WHERE Title = 'نصوص معاصرة - مجلة فصلية تعني بالفكر الديني المعاصر - العدد الأول';
شو الكتب الموجودة تحت الفئة الفرعية 'الدراسات الفلسفية'؟,SELECT * FROM books WHERE Subcategory = 'الدراسات الفلسفية';
"بتعرف عدد صفحات كتاب "" التجديف""؟",SELECT Pages FROM books WHERE Title = 'التجديف';
"ما نوع غلاف كتاب ""القراصنة""؟",SELECT Cover FROM books WHERE Title = 'القراصنة';
من هو المؤلف وكم عدد صفحات كتاب 'أبو بكر الرازي'؟,"SELECT Author, Pages FROM books WHERE Title = 'أبو بكر الرازي';"
"مين الكاتب تبع "" الإعلام والطفل""؟",SELECT Author FROM books WHERE Title = 'الإعلام والطفل';
"مين الكاتب تبع "" مقدمة في التحليل الرياضي""؟",SELECT Author FROM books WHERE Title = 'مقدمة في التحليل الرياضي';
"مين الكاتب تبع "" الإعلام الأمني""؟",SELECT Author FROM books WHERE Title = 'الإعلام الأمني';
"قديش عدد صفحات ""دراسات في الفلسفة العامة""؟",SELECT Pages FROM books WHERE Title = 'دراسات في الفلسفة العامة';
ما اسم الناشر وسنة النشر لكتاب ' حكاية حواء'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'حكاية حواء';"
"شو سعر كتاب "" الحجر الأسود""؟",SELECT Price FROM books WHERE Title = 'الحجر الأسود';
ما اسم الناشر وسنة النشر لكتاب 'علم الفراسة'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'علم الفراسة';"
ما اسم الناشر وسنة النشر لكتاب ' الأردن الجديد'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'الأردن الجديد';"
"ما هو سعر كتاب ""عبقـريـة الإمـام عـلـى""؟",SELECT Price FROM books WHERE Title = 'عبقـريـة الإمـام عـلـى';
فيه كتب من نشر فراديس للنشر والتوزيع؟,SELECT Title FROM books WHERE Publisher = 'فراديس للنشر والتوزيع';
"مين اللي كاتب كتاب "" تكنولوجيا المعلومات""؟",SELECT Author FROM books WHERE Title = 'تكنولوجيا المعلومات';
الكتاب فرفر و فيفي في المخبز نزل في أي سنة؟,SELECT PublicationYear FROM books WHERE Title = 'فرفر و فيفي في المخبز';
"قديش ثمن "" الإعلان""؟",SELECT Price FROM books WHERE Title = 'الإعلان';
"بتعرف عدد صفحات كتاب "" علامات السيروتونين""؟",SELECT Pages FROM books WHERE Title = 'علامات السيروتونين';
"ما هو سعر كتاب ""ادرس بذكاء وليس بجهد""؟",SELECT Price FROM books WHERE Title = 'ادرس بذكاء وليس بجهد';
"قديش عدد صفحات "" سميرة وحمدى""؟",SELECT Pages FROM books WHERE Title = 'سميرة وحمدى';
"قديش عدد صفحات "" الاستبداد في نظم الحكم العربية المعاصرة""؟",SELECT Pages FROM books WHERE Title = 'الاستبداد في نظم الحكم العربية المعاصرة';
"بتعرف عدد صفحات كتاب "" Le nouveau guide de Chimie - EB9 - Brevet""؟",SELECT Pages FROM books WHERE Title = 'Le nouveau guide de Chimie - EB9 - Brevet';
"قديش عدد صفحات "" تأثير ألف ليلة وليلة على المسرح""؟",SELECT Pages FROM books WHERE Title = 'تأثير ألف ليلة وليلة على المسرح';
فيه كتب من نشر  دار كتابنا للنشر؟,SELECT Title FROM books WHERE Publisher = 'دار كتابنا للنشر';
اعطيني كتب أدهم شرقاوي؟,SELECT * FROM books WHERE Author LIKE '%أدهم شرقاوي%'
مين هو المؤلف وكم عدد صفحات كتاب 'جورج حاوي يتذكر الحرب والمقاومة والحزب حوارات مع غسان شربل'؟,"SELECT Author, Pages FROM books WHERE Title = 'جورج حاوي يتذكر الحرب والمقاومة والحزب حوارات مع غسان شربل';"
"بتعرف مين كتب "" التراث المعماري الإسلامي في مصر""؟",SELECT Author FROM books WHERE Title = 'التراث المعماري الإسلامي في مصر';
ما اسم الناشر وسنة النشر لكتاب ' كتاب المحتضرين'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'كتاب المحتضرين';"
مين دار النشر لكتاب لماذا ؟ أدوات الاستفهام؟,SELECT Publisher FROM books WHERE Title = 'لماذا ؟ أدوات الاستفهام';
أيمتى نُشر كتاب ذكريات سفير عراقي؟,SELECT PublicationYear FROM books WHERE Title = 'ذكريات سفير عراقي';
"بتعرف عدد صفحات كتاب ""الماركسية باختصار""؟",SELECT Pages FROM books WHERE Title = 'الماركسية باختصار';
"ما هو تصنيف كتاب ""حكايات خرافية""؟",SELECT Category FROM books WHERE Title = 'حكايات خرافية';
"بتعرف مين كتب "" التربية الخاصة في الأردن""؟",SELECT Author FROM books WHERE Title = 'التربية الخاصة في الأردن';
"في أي سنة تم نشر كتاب ""النفس الأمارة بالارتقاء""؟",SELECT PublicationYear FROM books WHERE Title = 'النفس الأمارة بالارتقاء';
"ما نوع غلاف كتاب ""أم المعارك؛ المعطيات والنتائج المستقبلية""؟",SELECT Cover FROM books WHERE Title = 'أم المعارك؛ المعطيات والنتائج المستقبلية';
"مين الكاتب تبع "" يارا ورقعة الشطرنج""؟",SELECT Author FROM books WHERE Title = 'يارا ورقعة الشطرنج';
الكتاب ألم ونجاح على ضفاف الراين شو موضوعه؟,SELECT Description FROM books WHERE Title = 'ألم ونجاح على ضفاف الراين';
"شو سعر كتاب "" السلطان الحائر""؟",SELECT Price FROM books WHERE Title = 'السلطان الحائر';
بدي كتب من  منشورات ضفاف ضمن الكتب السياسية,SELECT * FROM books WHERE Publisher = 'منشورات ضفاف' AND Category = 'الكتب السياسية'
"مين الكاتب تبع "" نظم المعلومات المحاسبية""؟",SELECT Author FROM books WHERE Title = 'نظم المعلومات المحاسبية';
"من فضلك، شو الكتب اللي طبعتها دار الراية للنشر والتوزيع؟",SELECT Title FROM books WHERE Publisher = 'دار الراية للنشر والتوزيع';
"بتعرف مين كتب "" قصص الدعاء""؟",SELECT Author FROM books WHERE Title = 'قصص الدعاء';
"مين اللي كاتب كتاب "" الماندراغولا حشيشة الإنجاب""؟",SELECT Author FROM books WHERE Title = 'الماندراغولا حشيشة الإنجاب';
مين اللي نشر كتاب سحر والعجوز؟,SELECT Publisher FROM books WHERE Title = 'سحر والعجوز';
شو الكتب التي كتبها محمد الجابري وشو هي أسعارها؟,"SELECT Title, Price FROM books WHERE Author = 'محمد الجابري';"
أيمتى نُشر كتاب أيامي وأوراق دبلوماسية؟,SELECT PublicationYear FROM books WHERE Title = 'أيامي وأوراق دبلوماسية';
"مين الكاتب تبع "" معلم خط الثلث""؟",SELECT Author FROM books WHERE Title = 'معلم خط الثلث';
"مين اللي كاتب كتاب "" الرأي العام والاعلام""؟",SELECT Author FROM books WHERE Title = 'الرأي العام والاعلام';
"مين اللي كاتب كتاب "" علم الفلك وأسسه الحديثة""؟",SELECT Author FROM books WHERE Title = 'علم الفلك وأسسه الحديثة';
"شو سعر كتاب "" الآخر - العدد 2 (خريف 2011)""؟",SELECT Price FROM books WHERE Title = 'الآخر - العدد 2 (خريف 2011)';
"من هو الناشر لكتاب ""التربية الحديثة""؟",SELECT Publisher FROM books WHERE Title = 'التربية الحديثة';
"بتعرف عدد صفحات كتاب "" كتابة التكريس والتغيير في المسرح المغربي""؟",SELECT Pages FROM books WHERE Title = 'كتابة التكريس والتغيير في المسرح المغربي';
"بتعرف مين كتب "" كيف يمكنك جني الأرباح من بطاقات الائتمان""؟",SELECT Author FROM books WHERE Title = 'كيف يمكنك جني الأرباح من بطاقات الائتمان';
"بتعرف عدد صفحات كتاب "" الحل السريع لـ مكعب روبيك""؟",SELECT Pages FROM books WHERE Title = 'الحل السريع لـ مكعب روبيك';
شو اسم الناشر وسنة النشر لكتاب ' أربعة كتب في الناسخ والمنسوخ'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'أربعة كتب في الناسخ والمنسوخ';"
بدي كتب من  مكتبة صادر دار المنشورات الحقوقية ضمن الشرع والقانون,SELECT * FROM books WHERE Publisher = 'مكتبة صادر دار المنشورات الحقوقية' AND Category = 'الشرع والقانون'
"بتعرف مين كتب "" بائعة الكليجا""؟",SELECT Author FROM books WHERE Title = 'بائعة الكليجا';
"بدي أعرف مين ألّف كتاب "" الفيزياء النظرية الأساسية لطلبة الكليات التقنية والصفوف الأولى الجامعية""؟",SELECT Author FROM books WHERE Title = 'الفيزياء النظرية الأساسية لطلبة الكليات التقنية والصفوف الأولى الجامعية';
بدي كتب من التصنيف الجزئي تاريخ الأدب,SELECT * FROM books WHERE Subcategory = 'تاريخ الأدب';
"مين اللي كاتب كتاب "" حفلة سمر من أجل 5 حزيران""؟",SELECT Author FROM books WHERE Title = 'حفلة سمر من أجل 5 حزيران';
"بتعرف مين كتب "" كلمة البلمند (عدد1)""؟",SELECT Author FROM books WHERE Title = 'كلمة البلمند (عدد1)';
"من هو الناشر لكتاب ""جراء الكلاب""؟",SELECT Publisher FROM books WHERE Title = 'جراء الكلاب';
"بتعرف عدد صفحات كتاب "" معاهدات الصلح والسلام بين المسلمين والفرنج""؟",SELECT Pages FROM books WHERE Title = 'معاهدات الصلح والسلام بين المسلمين والفرنج';
التصنيف تبع كتاب المخطّط اليومي شو؟,SELECT Category FROM books WHERE Title = 'المخطّط اليومي';
"شو سعر كتاب "" القرآن الكريم من التنزيل إلى التدوين""؟",SELECT Price FROM books WHERE Title = 'القرآن الكريم من التنزيل إلى التدوين';
"ما نوع غلاف كتاب """"العرب وتاريخ الأدب نموذج كتاب الأغاني""""؟","SELECT Cover FROM books WHERE Title = '""العرب وتاريخ الأدب نموذج كتاب الأغاني""';"
شو الفئة الفرعية تبعت الإمبراطورية البيزنطية وحضارتها؟,SELECT Subcategory FROM books WHERE Title = 'الإمبراطورية البيزنطية وحضارتها';
الغلاف تبع اليوبيل الذهبي لاستقلال لبنان كيف شكله؟,SELECT Cover FROM books WHERE Title = 'اليوبيل الذهبي لاستقلال لبنان';
"بدي أعرف مين ألّف كتاب "" علمتني الإعاقة""؟",SELECT Author FROM books WHERE Title = 'علمتني الإعاقة';
"مين الكاتب تبع "" إستراتيجية التنصير في العالم الإسلامي""؟",SELECT Author FROM books WHERE Title = 'إستراتيجية التنصير في العالم الإسلامي';
"شو سعر كتاب "" النقوش الكتابية التسجيلية على عمائر سمرقند""؟",SELECT Price FROM books WHERE Title = 'النقوش الكتابية التسجيلية على عمائر سمرقند';
"شو سعر كتاب "" إدارة التمكين واقتصاديات الثقة في منظمات أعمال الألفية الثالثة""؟",SELECT Price FROM books WHERE Title = 'إدارة التمكين واقتصاديات الثقة في منظمات أعمال الألفية الثالثة';
"من هو مؤلف كتاب ""ثلاثة من أعلام الحرية""؟",SELECT Author FROM books WHERE Title = 'ثلاثة من أعلام الحرية';
الكتاب لي بدل البيت بيتان كم صفحة فيه؟,SELECT Pages FROM books WHERE Title = 'لي بدل البيت بيتان';
شو الفئة الفرعية تبعت حول أطروحات كمال الصليبي;التوراة في اللغة والتاريخ والثقافة الشعبية؟,SELECT Subcategory FROM books WHERE Title = 'حول أطروحات كمال الصليبي;التوراة في اللغة والتاريخ والثقافة الشعبية';
"بتعرف عدد صفحات كتاب ""الإنسان ذو البعد الواحد""؟",SELECT Pages FROM books WHERE Title = 'الإنسان ذو البعد الواحد';
"شو سعر كتاب "" إقتصاديات الإيمان""؟",SELECT Price FROM books WHERE Title = 'إقتصاديات الإيمان';
"من هو الناشر لكتاب ""رحلة المنشي البغدادي الى العراق""؟",SELECT Publisher FROM books WHERE Title = 'رحلة المنشي البغدادي الى العراق';
"ما الكتب التي كتبها توتزل ، جيرار وما هي أسعارها؟","SELECT Title, Price FROM books WHERE Author = 'توتزل ، جيرار';"
مين كاتب 25 طريقة لتصنع من ابنك رجلاَ فذاَ؟,SELECT Author FROM books WHERE Title = '25 طريقة لتصنع من ابنك رجلاَ فذاَ';
"شو سعر كتاب "" التصوير القرآني للجنة والنار""؟",SELECT Price FROM books WHERE Title = 'التصوير القرآني للجنة والنار';
تحت أي فئة فرعية بيجي كتاب كشكول الرسام؟,SELECT Subcategory FROM books WHERE Title = 'كشكول الرسام';
"قديش ثمن "" الموجز في الرياضيات 2/1""؟",SELECT Price FROM books WHERE Title = 'الموجز في الرياضيات 2/1';
"مين اللي كاتب كتاب "" قلب أزرق""؟",SELECT Author FROM books WHERE Title = 'قلب أزرق';
مين دار النشر لكتاب الإوزة الذهبيّة؟,SELECT Publisher FROM books WHERE Title = 'الإوزة الذهبيّة';
مين كاتب تعرف وسائل النقل في رحلة الى القمر؟,SELECT Author FROM books WHERE Title = 'تعرف وسائل النقل في رحلة الى القمر';
"بتعرف مين كتب "" جمالية الخط الكوفي""؟",SELECT Author FROM books WHERE Title = 'جمالية الخط الكوفي';
"شو سعر كتاب ""اللون الطعم والرائحة""؟",SELECT Price FROM books WHERE Title = 'اللون الطعم والرائحة';
"مين الكاتب تبع "" الأصول الأدبية في كتاب البيان والتبيين""؟",SELECT Author FROM books WHERE Title = 'الأصول الأدبية في كتاب البيان والتبيين';
شو اسم الناشر وسنة النشر لكتاب ' السنة النبوية بين الرافضين و الملتزمين'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'السنة النبوية بين الرافضين و الملتزمين';"
"قديش ثمن "" نوتة محاضرات في الجبر الخطي""؟",SELECT Price FROM books WHERE Title = 'نوتة محاضرات في الجبر الخطي';
"بتعرف عدد صفحات كتاب "" الاستخدامات الدلالية في حملات التسويق الاجتماعي وتأثيرها على المتلقي""؟",SELECT Pages FROM books WHERE Title = 'الاستخدامات الدلالية في حملات التسويق الاجتماعي وتأثيرها على المتلقي';
الغلاف تبع إماراتي في الرياض كيف شكله؟,SELECT Cover FROM books WHERE Title = 'إماراتي في الرياض';
"مين الكاتب تبع "" أصحاب الثروات الشباب""؟",SELECT Author FROM books WHERE Title = 'أصحاب الثروات الشباب';
"سعر "" سقوط إسرائيل"" قديش؟",SELECT Price FROM books WHERE Title = 'سقوط إسرائيل';
تحت أي فئة فرعية بيجي كتاب وثائق في طريق عودة الوعى؟,SELECT Subcategory FROM books WHERE Title = 'وثائق في طريق عودة الوعى';
التصنيف تبع كتاب الحوت الحي و الحوت المنحوت شو؟,SELECT Category FROM books WHERE Title = 'الحوت الحي و الحوت المنحوت';
"من هو الناشر لكتاب ""Restructuration Et Croissance De l’Economie Libanaise""؟",SELECT Publisher FROM books WHERE Title = 'Restructuration Et Croissance De l’Economie Libanaise';
شو نوع كتاب تاريخ الفكر الصيني؟,SELECT Category FROM books WHERE Title = 'تاريخ الفكر الصيني';
شو نوع كتاب الشذوذ الجنسي؟,SELECT Category FROM books WHERE Title = 'الشذوذ الجنسي';
"مين اللي كاتب كتاب "" يوميات الابراج-القوس""؟",SELECT Author FROM books WHERE Title = 'يوميات الابراج-القوس';
"قديش ثمن "" خواص المادة والحرارة والكهرباء - الجزء الأول""؟",SELECT Price FROM books WHERE Title = 'خواص المادة والحرارة والكهرباء - الجزء الأول';
"من هو مؤلف كتاب ""العباس (ع) نموذج للإقتداء الإنساني""؟",SELECT Author FROM books WHERE Title = 'العباس (ع) نموذج للإقتداء الإنساني';
التصنيف تبع كتاب مشيخة العلامة المحدث فخر الدين الدكدكجي شو؟,SELECT Category FROM books WHERE Title = 'مشيخة العلامة المحدث فخر الدين الدكدكجي';
"سعر ""فلسفة جورج سنتيانا في الوجود والمعرفة"" قديش؟",SELECT Price FROM books WHERE Title = 'فلسفة جورج سنتيانا في الوجود والمعرفة';
"شو سعر كتاب "" المعلوماتية في الوطن العربي؛ الواقع والآفاق""؟",SELECT Price FROM books WHERE Title = 'المعلوماتية في الوطن العربي؛ الواقع والآفاق';
مين ألّف كتاب The Mistake of the princess؟,SELECT Author FROM books WHERE Title = 'The Mistake of the princess';
مين ألّف كتاب منهج إعداد الطفل القائد؟,SELECT Author FROM books WHERE Title = 'منهج إعداد الطفل القائد';
"قديش عدد صفحات "" أضواء على المعاملات المالية في الاسلام""؟",SELECT Pages FROM books WHERE Title = 'أضواء على المعاملات المالية في الاسلام';
"بدي أعرف بكم سعر كتاب "" ألفية السند""؟",SELECT Price FROM books WHERE Title = 'ألفية السند';
مين كاتب صفحات مطوية من تاريخ عرب الجاهلية؟,SELECT Author FROM books WHERE Title = 'صفحات مطوية من تاريخ عرب الجاهلية';
"ما هي الفئة الفرعية لكتاب ""تاريخ النقود العربية والإسلامية""؟",SELECT Subcategory FROM books WHERE Title = 'تاريخ النقود العربية والإسلامية';
ما الكتب التي كتبها نجم الدين الطبسي وعدد صفحاتها؟,"SELECT Title, Pages FROM books WHERE Author = 'نجم الدين الطبسي';"
شو نوع كتاب مهد البشرية الحياة في شرق كردستان؟,SELECT Category FROM books WHERE Title = 'مهد البشرية الحياة في شرق كردستان';
قديش حق نزهة المقلتين في أخبار الدولتين؟,SELECT Price FROM books WHERE Title = 'نزهة المقلتين في أخبار الدولتين';
"سعر "" الجنرالات آخر من يعلم"" قديش؟",SELECT Price FROM books WHERE Title = 'الجنرالات آخر من يعلم';
شو الكتب التي كتبها خبراء المجموعة العربية وشو هي أسعارها؟,"SELECT Title, Price FROM books WHERE Author = 'خبراء المجموعة العربية';"
بدي كتاب في تصنيف الاقتصاد والأعمال وسعره أقل من 28,SELECT * FROM books WHERE Category = 'الاقتصاد والأعمال' AND Price < 28
"بتعرف عدد صفحات كتاب "" سورة الضحى؛ فوائدها وخصائصها عند النبي وأهل بيته""؟",SELECT Pages FROM books WHERE Title = 'سورة الضحى؛ فوائدها وخصائصها عند النبي وأهل بيته';
"بتعرف عدد صفحات كتاب "" العولمة والتحولات المجتمعية في الوطن العربي""؟",SELECT Pages FROM books WHERE Title = 'العولمة والتحولات المجتمعية في الوطن العربي';
"مين الكاتب تبع "" الكونتراباص""؟",SELECT Author FROM books WHERE Title = 'الكونتراباص';
"بتعرف مين كتب "" المسرح المغربي بين أسئلة الكتابة الإبداعية والممارسة النقدية""؟",SELECT Author FROM books WHERE Title = 'المسرح المغربي بين أسئلة الكتابة الإبداعية والممارسة النقدية';
بدي كتاب صفحاته أكتر من 385,SELECT * FROM books WHERE Pages > 385
"سعر "" معجم الأدوية الطبيعية المجربة"" قديش؟",SELECT Price FROM books WHERE Title = 'معجم الأدوية الطبيعية المجربة';
"مين الكاتب تبع "" التلفزيون التعليمي""؟",SELECT Author FROM books WHERE Title = 'التلفزيون التعليمي';
"سعر "" الكلمات المتقاطعة - المرحلة الرابعة"" قديش؟",SELECT Price FROM books WHERE Title = 'الكلمات المتقاطعة - المرحلة الرابعة';
مين دار النشر لكتاب التحية الأخيرة للرئيس بوش؟,SELECT Publisher FROM books WHERE Title = 'التحية الأخيرة للرئيس بوش';
"سعر "" دراسة تحليلية في إعتماد الجهوز أو الضمان - An Analysis of Stand-by Letters of Credit ISP-1999"" قديش؟",SELECT Price FROM books WHERE Title = 'دراسة تحليلية في إعتماد الجهوز أو الضمان - An Analysis of Stand-by Letters of Credit ISP-1999';
"قديش ثمن "" مبادئ الحاسبات""؟",SELECT Price FROM books WHERE Title = 'مبادئ الحاسبات';
"بدي أعرف بكم سعر كتاب "" ديوان عبق من كربلاء""؟",SELECT Price FROM books WHERE Title = 'ديوان عبق من كربلاء';
"مين الكاتب تبع "" طرائق تقدير الانموذج الديناميكي المكاني لبيانات Panel Data""؟",SELECT Author FROM books WHERE Title = 'طرائق تقدير الانموذج الديناميكي المكاني لبيانات Panel Data';
الكتاب دليل تربية الصبيان كم صفحة فيه؟,SELECT Pages FROM books WHERE Title = 'دليل تربية الصبيان';
"بتعرف مين كتب "" المؤامرة ومعركة المصير""؟",SELECT Author FROM books WHERE Title = 'المؤامرة ومعركة المصير';
"بتعرف عدد صفحات كتاب "" العباب المحيط بمعظم نصوص الشافعي والأصحاب""؟",SELECT Pages FROM books WHERE Title = 'العباب المحيط بمعظم نصوص الشافعي والأصحاب';
"قديش عدد صفحات ""العولمة وخطاب الهوية""؟",SELECT Pages FROM books WHERE Title = 'العولمة وخطاب الهوية';
"مين الكاتب تبع "" إنصاف الإسلام للبشرية""؟",SELECT Author FROM books WHERE Title = 'إنصاف الإسلام للبشرية';
"من هو كتاب ""الاعترافات"" وكم يبلغ ثمنه؟","SELECT Title, Price FROM books WHERE Title LIKE '%الاعترافات%';"
